Year,Units,variable_code,Value
2023,Dollars (millions),H09,280
2023,Dollars (millions),H10,23
2023,Dollars (millions),H11,287
2023,Dollars (millions),H12,3132
2023,Dollars (millions),H13,18
2023,Dollars (millions),H14,49
2023,Dollars (millions),H19,4215
2023,Dollars (millions),H20,200
2023,Dollars (millions),H21,51
2023,Dollars (millions),H22,52
2023,Dollars (millions),H23,1624
2023,Dollars (millions),H24,21032
2023,Dollars (millions),H30,21032
2023,Dollars (millions),H31,7928
2023,Dollars,H34,460600
2023,Dollars,H35,76200
2023,Percentage,H39,20
2023,Percentage,H40,8
2023,Percentage,H41,38
2023, Hiring and Real Estate Services",Dollars (millions),Financial performance
2023, Hiring and Real Estate Services",Dollars (millions),Financial performance
2023, Hiring and Real Estate Services",Dollars (millions), dividends and donations"
2023, Hiring and Real Estate Services",Dollars (millions), grants and subsidies"
2023, Hiring and Real Estate Services",Dollars (millions),Financial performance
2023, Hiring and Real Estate Services",Dollars (millions),Financial performance
2023, Hiring and Real Estate Services",Dollars (millions),Financial performance
2023, Hiring and Real Estate Services",Dollars (millions),Financial performance
2023, Hiring and Real Estate Services",Dollars (millions),Financial performance
2023, Hiring and Real Estate Services",Dollars (millions),Financial performance
2023, Hiring and Real Estate Services",Dollars (millions),Financial performance
2023, Hiring and Real Estate Services",Dollars (millions),Financial performance
2023, Hiring and Real Estate Services",Dollars (millions),Financial performance
2023, Hiring and Real Estate Services",Dollars (millions),Financial performance
2023, Hiring and Real Estate Services",Dollars (millions),Financial performance
2023, Hiring and Real Estate Services",Dollars (millions),Financial performance
2023, Hiring and Real Estate Services",Dollars (millions),Financial performance
2023, Hiring and Real Estate Services",Dollars (millions),Financial position
2023, Hiring and Real Estate Services",Dollars (millions),Financial position
2023, Hiring and Real Estate Services",Dollars (millions),Financial position
2023, Hiring and Real Estate Services",Dollars (millions),Financial position
2023, Hiring and Real Estate Services",Dollars (millions),Financial position
2023, Hiring and Real Estate Services",Dollars (millions),Financial position
2023, Hiring and Real Estate Services",Dollars (millions),Financial position
2023, Hiring and Real Estate Services",Dollars (millions),Financial position
2023, Hiring and Real Estate Services",Dollars (millions),Financial position
2023, Hiring and Real Estate Services",Dollars (millions),Financial position
2023, Hiring and Real Estate Services",Dollars,Financial ratios
2023, Hiring and Real Estate Services",Dollars,Financial ratios
2023, Hiring and Real Estate Services",Percentage,Financial ratios
2023, Hiring and Real Estate Services",Percentage,Financial ratios
2023, Hiring and Real Estate Services",Percentage,Financial ratios
2023, Hiring and Real Estate Services",Percentage,Financial ratios
2023, Hiring and Real Estate Services",Percentage,Financial ratios
2023,Dollars (millions),H01,9114
2023,Dollars (millions),H04,8279
2023,Dollars (millions),H05,Financial performance
2023,Dollars (millions),H06,Financial performance
2023,Dollars (millions),H07,399
2023,Dollars (millions),H08,7204
2023,Dollars (millions),H09,646
2023,Dollars (millions),H10,60
2023,Dollars (millions),H11,1726
2023,Dollars (millions),H12,1133
2023,Dollars (millions),H13,0
2023,Dollars (millions),H14,0
2023,Dollars (millions),H19,3469
2023,Dollars (millions),H20,171
2023,Dollars (millions),H21,301
2023,Dollars (millions),H22,311
2023,Dollars (millions),H23,1920
2023,Dollars (millions),H24,39876
2023,Dollars (millions),H25,7835
2023,Dollars (millions),H26,19472
2023,Dollars (millions),H27,5317
2023,Dollars (millions),H28,1378
2023,Dollars (millions),H29,12569
2023,Dollars (millions),H30,39876
2023,Dollars (millions),H31,16725
2023,Dollars (millions),H32,10004
2023,Dollars (millions),H33,13146
2023,Dollars,H34,638000
2023,Dollars,H35,134400
2023,Percentage,H36,78
2023,Percentage,H37,75
2023,Percentage,H39,11
2023,Percentage,H40,5
2023,Percentage,H41,42
2023,Dollars (millions),H01,7356
2023,Dollars (millions),H04,6814
2023,Dollars (millions),H05,Financial performance
2023,Dollars (millions),H06,Financial performance
2023,Dollars (millions),H07,273
2023,Dollars (millions),H08,6036
2023,Dollars (millions),H09,545
2023,Dollars (millions),H10,55
2023,Dollars (millions),H11,1674
2023,Dollars (millions),H12,926
2023,Dollars (millions),H13,0
2023,Dollars (millions),H14,0
2023,Dollars (millions),H19,2719
2023,Dollars (millions),H20,116
2023,Dollars (millions),H21,257
2023,Dollars (millions),H22,262
2023,Dollars (millions),H23,1325
2023,Dollars (millions),H24,28998
2023,Dollars (millions),H25,4992
2023,Dollars (millions),H26,17884
2023,Dollars (millions),H27,4836
2023,Dollars (millions),H28,1095
2023,Dollars (millions),H29,6121
2023,Dollars (millions),H30,28998
2023,Dollars (millions),H31,10796
2023,Dollars (millions),H32,7503
2023,Dollars (millions),H33,10698
2023,Dollars,H34,592500
2023,Dollars,H35,106700
2023,Percentage,H36,67
2023,Percentage,H37,63
2023,Percentage,H39,12
2023,Percentage,H40,5
2023,Percentage,H41,37
2023,Dollars (millions),H01,1759
2023,Dollars (millions),H04,1465
2023,Dollars (millions),H05,Financial performance
2023,Dollars (millions),H06,Financial performance
2023,Dollars (millions),H07,127
2023,Dollars (millions),H08,1168
2023,Dollars (millions),H09,100
2023,Dollars (millions),H10,4
2023,Dollars (millions),H11,52
2023,Dollars (millions),H12,207
2023,Dollars (millions),H13,0
2023,Dollars (millions),H14,0
2023,Dollars (millions),H19,750
2023,Dollars (millions),H20,55
2023,Dollars (millions),H21,44
2023,Dollars (millions),H22,49
2023,Dollars (millions),H23,595
2023,Dollars (millions),H24,10878
2023,Dollars (millions),H25,2843
2023,Dollars (millions),H26,1588
2023,Dollars (millions),H27,482
2023,Dollars (millions),H28,284
2023,Dollars (millions),H29,6447
2023,Dollars (millions),H30,10878
2023,Dollars (millions),H31,5929
2023,Dollars (millions),H32,2501
2023,Dollars (millions),H33,2448
2023,Dollars,H34,940400
2023,Dollars,H35,318200
2023,Percentage,H36,114
2023,Percentage,H37,112
2023,Percentage,H39,10
2023,Percentage,H40,5
2023,Percentage,H41,55
2023,Dollars (millions),H01,32670
2023,Dollars (millions),H04,26397
2023,Dollars (millions),H05,Financial performance
2023,Dollars (millions),H06,Financial performance
2023,Dollars (millions),H07,4008
2023,Dollars (millions),H08,24448
2023,Dollars (millions),H09,4637
2023,Dollars (millions),H10,912
2023,Dollars (millions),H11,2081
2023,Dollars (millions),H12,1974
2023,Dollars (millions),H13,13
2023,Dollars (millions),H14,1186
2023,Dollars (millions),H19,9271
2023,Dollars (millions),H20,4387
2023,Dollars (millions),H21,2584
2023,Dollars (millions),H22,2791
2023,Dollars (millions),H23,8429
2023,Dollars (millions),H24,332442
2023,Dollars (millions),H25,37979
2023,Dollars (millions),H26,247413
2023,Dollars (millions),H27,30094
2023,Dollars (millions),H28,12966
2023,Dollars (millions),H29,47049
2023,Dollars (millions),H30,332442
2023,Dollars (millions),H31,166854
2023,Dollars (millions),H32,59567
2023,Dollars (millions),H33,106021
2023,Dollars,H34,1668500
2023,Dollars,H35,430500
2023,Percentage,H36,64
2023,Percentage,H37,59
2023,Percentage,H39,5
2023,Percentage,H40,3
2023,Percentage,H41,50
2023,Dollars (millions),H01,27191
2023,Dollars (millions),H04,21110
2023,Dollars (millions),H05,Financial performance
2023,Dollars (millions),H06,Financial performance
2023,Dollars (millions),H07,3896
2023,Dollars (millions),H08,20082
2023,Dollars (millions),H09,4575
2023,Dollars (millions),H10,890
2023,Dollars (millions),H11,1942
2023,Dollars (millions),H12,885
2023,Dollars (millions),H13,2
2023,Dollars (millions),H14,0
2023,Dollars (millions),H19,7429
2023,Dollars (millions),H20,4360
2023,Dollars (millions),H21,2507
2023,Dollars (millions),H22,2710
2023,Dollars (millions),H23,7312
2023,Dollars (millions),H24,326560
2023,Dollars (millions),H25,35862
2023,Dollars (millions),H26,245428
2023,Dollars (millions),H27,29658
2023,Dollars (millions),H28,12524
2023,Dollars (millions),H29,45270
2023,Dollars (millions),H30,326560
2023,Dollars (millions),H31,164200
2023,Dollars (millions),H32,57920
2023,Dollars (millions),H33,104440
2023,Dollars,H34,3808400
2023,Dollars,H35,1024100
2023,Percentage,H36,62
2023,Percentage,H37,57
2023,Percentage,H39,4
2023,Percentage,H40,2
2023,Percentage,H41,50
2023,Dollars (millions),H01,5479
2023,Dollars (millions),H04,5288
2023,Dollars (millions),H05,Financial performance
2023,Dollars (millions),H06,Financial performance
2023,Dollars (millions),H07,111
2023,Dollars (millions),H08,4366
2023,Dollars (millions),H09,62
2023,Dollars (millions),H10,21
2023,Dollars (millions),H11,139
2023,Dollars (millions),H12,1088
2023,Dollars (millions),H13,11
2023,Dollars (millions),H14,1186
2023,Dollars (millions),H19,1841
2023,Dollars (millions),H20,27
2023,Dollars (millions),H21,77
2023,Dollars (millions),H22,81
2023,Dollars (millions),H23,1117
2023,Dollars (millions),H24,5882
2023,Dollars (millions),H25,2117
2023,Dollars (millions),H26,1986
2023,Dollars (millions),H27,436
2023,Dollars (millions),H28,442
2023,Dollars (millions),H29,1779
2023,Dollars (millions),H30,5882
2023,Dollars (millions),H31,2654
2023,Dollars (millions),H32,1647
2023,Dollars (millions),H33,1581
2023,Dollars,H34,440400
2023,Dollars,H35,89800
2023,Percentage,H36,129
2023,Percentage,H37,124
2023,Percentage,H39,42
2023,Percentage,H40,19
2023,Percentage,H41,45
2023, Scientific, Technical,H01
2023, Scientific, Technical,H04
2023, Scientific, Technical,H05
2023, Scientific, Technical,H06
2023, Scientific, Technical,H07
2023, Scientific, Technical,H08
2023, Scientific, Technical,H09
2023, Scientific, Technical,H10
2023, Scientific, Technical,H11
2023, Scientific, Technical,H12
2023, Scientific, Technical,H13
2023, Scientific, Technical,H19
2023, Scientific, Technical,H20
2023, Scientific, Technical,H21
2023, Scientific, Technical,H22
2023, Scientific, Technical,H23
2023, Scientific, Technical,H24
2023, Scientific, Technical,H25
2023, Scientific, Technical,H26
2023, Scientific, Technical,H27
2023, Scientific, Technical,H28
2023, Scientific, Technical,H29
2023, Scientific, Technical,H30
2023, Scientific, Technical,H31
2023, Scientific, Technical,H32
2023, Scientific, Technical,H33
2023, Scientific, Technical,H34
2023, Scientific, Technical,H35
2023, Scientific, Technical,H36
2023, Scientific, Technical,H37
2023, Scientific, Technical,H39
2023, Scientific, Technical,H40
2023, Scientific, Technical,H41
2023, Scientific and Technical Services",Dollars (millions),Financial performance
2023, Scientific and Technical Services",Dollars (millions),Financial performance
2023, Scientific and Technical Services",Dollars (millions), dividends and donations"
2023, Scientific and Technical Services",Dollars (millions), grants and subsidies"
2023, Scientific and Technical Services",Dollars (millions),Financial performance
2023, Scientific and Technical Services",Dollars (millions),Financial performance
2023, Scientific and Technical Services",Dollars (millions),Financial performance
2023, Scientific and Technical Services",Dollars (millions),Financial performance
2023, Scientific and Technical Services",Dollars (millions),Financial performance
2023, Scientific and Technical Services",Dollars (millions),Financial performance
2023, Scientific and Technical Services",Dollars (millions),Financial performance
2023, Scientific and Technical Services",Dollars (millions),Financial performance
2023, Scientific and Technical Services",Dollars (millions),Financial performance
2023, Scientific and Technical Services",Dollars (millions),Financial performance
2023, Scientific and Technical Services",Dollars (millions),Financial performance
2023, Scientific and Technical Services",Dollars (millions),Financial performance
2023, Scientific and Technical Services",Dollars (millions),Financial position
2023, Scientific and Technical Services",Dollars (millions),Financial position
2023, Scientific and Technical Services",Dollars (millions),Financial position
2023, Scientific and Technical Services",Dollars (millions),Financial position
2023, Scientific and Technical Services",Dollars (millions),Financial position
2023, Scientific and Technical Services",Dollars (millions),Financial position
2023, Scientific and Technical Services",Dollars (millions),Financial position
2023, Scientific and Technical Services",Dollars (millions),Financial position
2023, Scientific and Technical Services",Dollars (millions),Financial position
2023, Scientific and Technical Services",Dollars (millions),Financial position
2023, Scientific and Technical Services",Dollars,Financial ratios
2023, Scientific and Technical Services",Dollars,Financial ratios
2023, Scientific and Technical Services",Percentage,Financial ratios
2023, Scientific and Technical Services",Percentage,Financial ratios
2023, Scientific and Technical Services",Percentage,Financial ratios
2023, Scientific and Technical Services",Percentage,Financial ratios
2023, Scientific and Technical Services",Percentage,Financial ratios
2023, Architectural and Engineering Services",Dollars (millions),Financial performance
2023, Architectural and Engineering Services",Dollars (millions),Financial performance
2023, Architectural and Engineering Services",Dollars (millions), dividends and donations"
2023, Architectural and Engineering Services",Dollars (millions), grants and subsidies"
2023, Architectural and Engineering Services",Dollars (millions),Financial performance
2023, Architectural and Engineering Services",Dollars (millions),Financial performance
2023, Architectural and Engineering Services",Dollars (millions),Financial performance
2023, Architectural and Engineering Services",Dollars (millions),Financial performance
2023, Architectural and Engineering Services",Dollars (millions),Financial performance
2023, Architectural and Engineering Services",Dollars (millions),Financial performance
2023, Architectural and Engineering Services",Dollars (millions),Financial performance
2023, Architectural and Engineering Services",Dollars (millions),Financial performance
2023, Architectural and Engineering Services",Dollars (millions),Financial performance
2023, Architectural and Engineering Services",Dollars (millions),Financial performance
2023, Architectural and Engineering Services",Dollars (millions),Financial performance
2023, Architectural and Engineering Services",Dollars (millions),Financial performance
2023, Architectural and Engineering Services",Dollars (millions),Financial position
2023, Architectural and Engineering Services",Dollars (millions),Financial position
2023, Architectural and Engineering Services",Dollars (millions),Financial position
2023, Architectural and Engineering Services",Dollars (millions),Financial position
2023, Architectural and Engineering Services",Dollars (millions),Financial position
2023, Architectural and Engineering Services",Dollars (millions),Financial position
2023, Architectural and Engineering Services",Dollars (millions),Financial position
2023, Architectural and Engineering Services",Dollars (millions),Financial position
2023, Architectural and Engineering Services",Dollars (millions),Financial position
2023, Architectural and Engineering Services",Dollars (millions),Financial position
2023, Architectural and Engineering Services",Dollars,Financial ratios
